X1,X2,X3,X4,X5,Y
95.42221664197218,68.19333787652651,20.762028031407443,54.77303175769397,92.65738101308827,568.5395617379131
79.00106361733637,84.89570325894037,94.57603147220145,27.131482980142618,14.85556605713272,-1070.076824471376
59.90280937772936,91.07359957257066,4.761337361638274,24.861554962916777,94.36703731184019,652.2544815489991
73.68787880146837,78.95105974684273,21.074325317287002,9.279640507363274,61.9755423062617,245.38377370912042
4.042192683396051,94.70697115426337,63.897992858547546,95.73492294496117,87.04898265020958,-290.2073219144511
85.08086466057388,74.85227759480608,8.607637180104943,63.44732919049836,63.85552274918345,-134.50583563389273
96.96250840887328,69.2917829598922,85.25654444189453,97.70888255600067,69.58840356667454,-420.3345731131185
64.5939704746062,15.314692752079118,61.205591402972146,19.44975568685511,22.666633272369076,-12.587938813129085
74.63135903301186,91.63163579379118,72.34858636085428,71.22939107407308,58.16435226156524,-630.4226408887646
14.11603025844097,92.48964325383636,28.43915693129686,63.864946785681354,85.98051030833912,70.56129544085661
56.578553707790704,93.25003918829131,97.6046213857564,83.41119701484239,1.646393683674463,-1938.7325733028094
54.5274251272111,77.16544177569072,55.31569786109942,22.588855981225088,88.40859422636458,605.4209254414691
27.439324405536414,1.3551646955797136,8.28899080115092,28.155692858218263,96.06807725169926,1636.4755160563423
10.424957862445861,8.189727835575432,6.726739641857494,97.99980091957597,85.29332017533189,720.3277097554092
31.823691231950523,36.817807739271636,80.25785610892521,34.71353468905585,45.4242403975751,30.551398400160792
35.45866845526577,98.68603814236354,27.115994252668063,38.880643935120276,95.28774502189,416.05069695038264
22.936282218196602,42.52878339040722,5.535350862052379,82.41720906851167,54.7956226178617,-124.72974827795497
55.64693970384372,94.92862848119816,4.505915065624244,24.288213634389855,99.42990848820848,716.7775036302328
40.42077009262079,51.12983647218514,34.95825114368911,99.79482480108194,80.61224645076877,81.74680232422315
50.61765309780172,56.79682159190077,85.61265254366592,65.43050870139783,41.552989669687165,-553.8051275170774
77.50643941019139,52.17239893917218,14.147485722170162,32.3676961295425,46.60201865531103,38.539748165103674
50.21560439215095,46.226937837398786,63.0815987883087,8.667842892703792,65.50154437560863,597.3607876898345
82.02103578772935,97.08723465391449,83.65943785948221,53.4271863750177,68.80332522938667,-340.05662969944956
8.331528153218294,71.20894910695553,2.0920753414334192,36.297208776096724,98.50956745857322,856.033879327216
68.91287681159105,65.62852882607727,12.25867282020614,66.49274257724586,20.857507231269413,-927.7157012970868
53.46536905342651,95.48320637303469,63.950619719041704,2.7954596571465484,78.55985956960083,367.8215449362326
8.421230082544874,44.53677275548286,89.03396627949438,64.9300007448533,47.82335978825928,-295.8752438077943
69.0235263507821,86.79678899661374,21.63911834704182,26.20806365865277,55.529163333318124,-123.33222191834716
24.53555845758385,3.349137047620465,97.61780610006558,91.18595482047154,24.109493281565797,-570.5598474768843
53.205193519270836,71.30723836121948,36.42150060055664,45.008877786817116,30.232716116251833,-657.648200930845
5.807678505750258,61.758479073702134,50.47226634343027,92.35202245067808,42.17279346735544,-768.0001352065779
46.70547062176122,28.47446933631266,35.7632728796039,75.64199749005705,22.602640137088247,-613.4708831273956
32.77569684550544,49.29635052548483,87.19936702868296,43.084305540654114,60.11889174525176,97.96049520144902
75.50538292067564,13.69417209265219,2.424659666879303,84.2954922847003,57.67280543542738,239.3114657933122
38.04659447319933,85.73458518117465,37.11412803438642,31.31281336734907,70.8704948120228,118.28588287262028
80.28135002133057,46.35715319662731,78.90686115263652,70.69223683764798,2.7483580278626074,-1249.0053784497532
28.12641034062704,22.92842642657077,61.65649438527699,17.146238322577577,47.41543901514618,418.4669559368929
4.7916695037247266,70.43445718830337,1.5876952018664126,0.7818467767748638,98.5796437846578,1186.6018352271126
37.538378541196174,62.99570210474634,76.2315169037812,26.667553177876712,93.72643950044055,789.1050544481486
60.45708644653816,82.81141187820458,57.81662947941333,2.142641690959357,37.97796194693392,-286.2833258990329
73.06916583897001,61.10256635322499,19.34023898025363,42.289747245432984,12.801837351147583,-835.3796860319273
34.70690147981952,12.205330938951564,98.92823046819224,73.13510398883695,1.6835606370682266,-956.6598244230196
56.21309121126215,53.52036873284435,74.45421836156267,2.7222034768008774,82.0783506030922,879.434687986223
20.468824400141884,38.10949135247894,73.73237835629321,34.24846212696008,67.98705153846998,484.8357100369042
63.62249160281712,48.113175503109105,28.632107418352536,63.25536802354258,77.40299366719174,392.2524157610462
19.972219215895294,50.15211116420589,80.32862335866939,48.342358497879346,76.98455740357846,392.2794520670518
98.11586148295115,37.55568904479929,22.639709769149185,84.6666599710724,18.03926332313074,-859.6066723081274
80.01341353715705,17.863698447896535,25.062980293673743,71.26915206978197,75.61736129911581,624.2982138400693
28.000123626447525,4.343626171917991,81.4493895262201,57.61552509161941,18.787584279577374,-353.46670717656536
35.86359108051758,68.04794148194773,91.96257391249073,60.464045967963386,25.22508766010738,-972.1271646359293
85.53688957834099,57.39687830268275,34.420922402550836,36.588713650003704,35.617286964428,-317.16018969608524
80.0986309612464,70.67905550714832,54.05348297017007,82.12932695557033,69.29573178383275,-238.8258834424496
79.2612429774213,16.93613166806681,26.794763448552082,15.071155005412562,90.98006703564002,1444.073970418248
22.1229705040082,10.380223858137072,53.561360370868904,46.89806161848866,57.92228825975597,515.058027447476
34.582951423537,29.862006087366023,32.827854296443185,64.37951555625361,19.690340180995424,-579.7466119402867
56.10463320747743,79.91271225452509,87.25396869141368,6.345802018498259,13.835947446961239,-833.941041409863
40.963185656198974,55.56543118796957,54.26570117480484,83.91538384441313,85.15275354894014,228.06547096180975
39.79291645057836,9.152140777318163,11.015796628686047,34.36148490346385,4.064845430145835,-350.66159733612983
60.246466130845945,14.39046627551498,38.33393121885832,61.98669676270673,44.28443902332149,92.84551813368785
64.59024085823721,61.45043453260809,82.57489728223125,29.88051072769634,96.5420569664402,820.8119683563855
9.846007475719299,5.039090448878714,77.57475686045845,23.682259755786173,96.08725238903072,1498.025201319956
85.73286331057123,11.739038284386172,66.12050553446224,4.872943406092489,80.93649777156008,1313.503032579197
35.54806860041707,32.1452628763924,64.52585487461666,27.898916312777754,8.191340263709835,-569.9130429303528
70.1431890894873,24.13685184546678,93.81962298019641,8.634846510814898,66.6918875063758,802.9795152696546
85.84945163093091,60.92168946783819,46.626652779960075,22.39638652515349,43.64159500600102,-92.12746831250126
